l_orderkey | l_partkey | l_suppkey | l_linenumber | l_quantity | l_extendedprice | l_discount | l_tax | l_returnflag | l_linestatus | l_shipdate | l_commitdate | l_receiptdate | l_shipinstruct | l_shipmode | l_comment
96901 | 61745 | 9264 | 3 | 10 | 17067.4 | 0.05 | 0.05 | N | O | 1998-01-18 | 1997-11-09 | 1998-02-11 | TAKE BACK RETURN | TRUCK | fully even theodolites. pendin
96929 | 106990 | 4521 | 2 | 27 | 53918.73 | 0.07 | 0.02 | N | O | 1998-01-18 | 1998-02-10 | 1998-02-12 | DELIVER IN PERSON | FOB | lithely ironic deposits use 
2784 | 28004 | 8005 | 4 | 3 | 2796 | 0.04 | 0.03 | N | O | 1998-01-19 | 1998-04-05 | 1998-02-05 | TAKE BACK RETURN | AIR | n packages. foxes haggle quickly sile
4353 | 93627 | 1155 | 1 | 22 | 35653.64 | 0.05 | 0.05 | N | O | 1998-01-19 | 1998-01-23 | 1998-02-10 | COLLECT COD | FOB | ent packages. accounts are slyly. 
8134 | 125665 | 3202 | 5 | 23 | 38885.18 | 0.05 | 0.06 | N | O | 1998-01-19 | 1998-01-22 | 1998-01-28 | COLLECT COD | AIR | es sleep. fluf
8737 | 167024 | 7025 | 5 | 13 | 14183.26 | 0.07 | 0.02 | N | O | 1998-01-19 | 1998-02-11 | 1998-02-15 | TAKE BACK RETURN | FOB | n blithely unusual
9569 | 180402 | 2921 | 2 | 25 | 37060 | 0.04 | 0.05 | N | O | 1998-01-19 | 1997-12-22 | 1998-02-08 | NONE | TRUCK | heaves! carefully expr
12548 | 156497 | 4043 | 1 | 27 | 41944.23 | 0.03 | 0.08 | N | O | 1998-01-19 | 1998-01-29 | 1998-01-26 | TAKE BACK RETURN | FOB | he furious
16263 | 105408 | 7919 | 6 | 7 | 9893.8 | 0.00 | 0.07 | N | O | 1998-01-19 | 1998-02-03 | 1998-02-03 | NONE | REG AIR | riously. special, reg
16292 | 26849 | 1854 | 3 | 47 | 83464.48 | 0.00 | 0.06 | N | O | 1998-01-19 | 1998-02-05 | 1998-01-22 | DELIVER IN PERSON | FOB | efully blithely iro
16583 | 193871 | 6391 | 2 | 36 | 70735.32 | 0.06 | 0.00 | N | O | 1998-01-19 | 1998-01-23 | 1998-01-27 | NONE | RAIL | asymptotes cajole qu
18690 | 90291 | 292 | 3 | 24 | 30750.96 | 0.01 | 0.05 | N | O | 1998-01-19 | 1997-11-14 | 1998-02-09 | COLLECT COD | FOB | es haggle furiously. fluffily even packa
22438 | 177908 | 5460 | 5 | 43 | 85393.7 | 0.02 | 0.01 | N | O | 1998-01-19 | 1997-11-11 | 1998-02-02 | DELIVER IN PERSON | AIR | gle according to the even accounts. f
29285 | 106177 | 8688 | 2 | 17 | 20113.89 | 0.08 | 0.06 | N | O | 1998-01-19 | 1998-02-27 | 1998-02-01 | COLLECT COD | AIR | e carefully r
30277 | 47576 | 2585 | 1 | 5 | 7617.85 | 0.00 | 0.06 | N | O | 1998-01-19 | 1998-03-01 | 1998-01-26 | TAKE BACK RETURN | TRUCK | ing to the accounts. furiously
30277 | 55401 | 7907 | 4 | 20 | 27128 | 0.04 | 0.01 | N | O | 1998-01-19 | 1998-03-27 | 1998-01-29 | NONE | RAIL |  regular pinto beans. slyly unusu
31559 | 171190 | 1191 | 2 | 24 | 30268.56 | 0.10 | 0.02 | N | O | 1998-01-19 | 1997-12-17 | 1998-02-01 | NONE | FOB | hely regular requests use quickly re
36711 | 191514 | 1515 | 7 | 25 | 40137.75 | 0.07 | 0.00 | N | O | 1998-01-19 | 1998-02-23 | 1998-01-31 | NONE | RAIL | . carefully ironic deposits
38373 | 128306 | 8307 | 3 | 47 | 62712.1 | 0.00 | 0.04 | N | O | 1998-01-19 | 1997-11-10 | 1998-02-10 | NONE | TRUCK | g evenly at
38855 | 179399 | 4434 | 4 | 30 | 44351.7 | 0.07 | 0.08 | N | O | 1998-01-19 | 1997-11-16 | 1998-02-14 | COLLECT COD | RAIL | cajole about the silent, even theodolites.
39520 | 93675 | 8694 | 3 | 38 | 63409.46 | 0.06 | 0.01 | N | O | 1998-01-19 | 1997-11-18 | 1998-02-13 | TAKE BACK RETURN | TRUCK | y foxes use carefully a
41223 | 78326 | 3341 | 1 | 23 | 29999.36 | 0.06 | 0.03 | N | O | 1998-01-19 | 1997-12-02 | 1998-02-01 | TAKE BACK RETURN | RAIL |  accounts integrate carefully furiously 
44327 | 88109 | 3126 | 1 | 39 | 42786.9 | 0.06 | 0.04 | N | O | 1998-01-19 | 1998-03-16 | 1998-02-17 | COLLECT COD | TRUCK | old instructio
48196 | 131435 | 6462 | 5 | 29 | 42526.47 | 0.06 | 0.03 | N | O | 1998-01-19 | 1998-03-11 | 1998-01-27 | DELIVER IN PERSON | MAIL |  since the slyly regular
49446 | 95477 | 3005 | 2 | 23 | 33866.81 | 0.02 | 0.06 | N | O | 1998-01-19 | 1997-11-28 | 1998-02-01 | COLLECT COD | SHIP | onic asymptotes integrate careful
53319 | 10080 | 7584 | 1 | 47 | 46533.76 | 0.07 | 0.07 | N | O | 1998-01-19 | 1997-12-30 | 1998-02-13 | NONE | SHIP | y blithe asymptotes. carefully final 
58464 | 22875 | 2876 | 5 | 15 | 26968.05 | 0.08 | 0.02 | N | O | 1998-01-19 | 1997-12-23 | 1998-01-27 | COLLECT COD | FOB | ng requests are fluffily furious excuses. b
62913 | 178299 | 5851 | 1 | 6 | 8263.74 | 0.03 | 0.01 | N | O | 1998-01-19 | 1998-01-14 | 1998-02-10 | DELIVER IN PERSON | MAIL | tes. quickl
63074 | 30336 | 7846 | 1 | 44 | 55718.52 | 0.10 | 0.02 | N | O | 1998-01-19 | 1998-01-04 | 1998-02-06 | DELIVER IN PERSON | SHIP | s. fluffily s
65217 | 25817 | 5818 | 6 | 5 | 8714.05 | 0.05 | 0.01 | N | O | 1998-01-19 | 1997-12-27 | 1998-02-04 | DELIVER IN PERSON | SHIP | ests against the fin
65285 | 161272 | 6305 | 3 | 48 | 63996.96 | 0.10 | 0.02 | N | O | 1998-01-19 | 1997-12-28 | 1998-01-26 | DELIVER IN PERSON | SHIP | the express, ironic 
69699 | 140408 | 2923 | 1 | 21 | 30416.4 | 0.02 | 0.07 | N | O | 1998-01-19 | 1998-03-06 | 1998-01-27 | COLLECT COD | REG AIR | al foxes wak
71430 | 114256 | 6768 | 5 | 1 | 1270.25 | 0.10 | 0.04 | N | O | 1998-01-19 | 1998-01-02 | 1998-02-06 | DELIVER IN PERSON | SHIP | s accounts s
71680 | 59507 | 4518 | 3 | 11 | 16131.5 | 0.09 | 0.07 | N | O | 1998-01-19 | 1998-01-05 | 1998-01-29 | DELIVER IN PERSON | TRUCK | ic accounts use quickly. blithely
75590 | 127235 | 7236 | 5 | 22 | 27769.06 | 0.07 | 0.01 | N | O | 1998-01-19 | 1997-12-28 | 1998-01-29 | TAKE BACK RETURN | AIR | egular, express foxes.
76197 | 195309 | 348 | 2 | 5 | 7021.5 | 0.01 | 0.06 | N | O | 1998-01-19 | 1997-12-12 | 1998-02-09 | NONE | FOB | instructio
76258 | 143446 | 3447 | 2 | 28 | 41704.32 | 0.02 | 0.03 | N | O | 1998-01-19 | 1998-02-22 | 1998-01-25 | DELIVER IN PERSON | MAIL | ronic asympto
77282 | 149610 | 7153 | 1 | 25 | 41490.25 | 0.10 | 0.04 | N | O | 1998-01-19 | 1997-12-15 | 1998-02-03 | TAKE BACK RETURN | AIR |  accounts. quickly u
77669 | 34658 | 4659 | 1 | 35 | 55742.75 | 0.02 | 0.01 | N | O | 1998-01-19 | 1998-03-15 | 1998-01-21 | TAKE BACK RETURN | FOB | s. slyly regular ideas beneath the dogged
78087 | 45344 | 5345 | 4 | 21 | 27076.14 | 0.07 | 0.02 | N | O | 1998-01-19 | 1998-03-23 | 1998-02-08 | NONE | RAIL |  even packages integrate enticing
79617 | 194745 | 4746 | 1 | 36 | 66230.64 | 0.10 | 0.03 | N | O | 1998-01-19 | 1998-01-09 | 1998-02-08 | DELIVER IN PERSON | REG AIR | even instru
80197 | 163102 | 3103 | 5 | 1 | 1165.1 | 0.05 | 0.08 | N | O | 1998-01-19 | 1997-11-20 | 1998-02-08 | NONE | TRUCK | y regular packages unwind blithely furious
83047 | 118702 | 3725 | 1 | 1 | 1720.7 | 0.03 | 0.05 | N | O | 1998-01-19 | 1998-04-06 | 1998-01-25 | DELIVER IN PERSON | RAIL | ual deposits use regular, even pains. blit
84931 | 125316 | 341 | 2 | 2 | 2682.62 | 0.02 | 0.05 | N | O | 1998-01-19 | 1998-02-13 | 1998-02-16 | COLLECT COD | TRUCK | jole fluffily. 
85159 | 97795 | 2814 | 2 | 35 | 62747.65 | 0.06 | 0.08 | N | O | 1998-01-19 | 1998-01-01 | 1998-01-30 | TAKE BACK RETURN | AIR | osits. blithely pending courts sleep carefu
85222 | 74439 | 4440 | 1 | 41 | 57950.63 | 0.01 | 0.02 | N | O | 1998-01-19 | 1997-12-20 | 1998-02-16 | COLLECT COD | FOB | lar theodolites. final pinto beans solve 
86247 | 192118 | 2119 | 6 | 12 | 14521.32 | 0.06 | 0.05 | N | O | 1998-01-19 | 1998-02-12 | 1998-02-03 | TAKE BACK RETURN | FOB | ag slyly. packages detect c
90119 | 136645 | 6646 | 6 | 46 | 77355.44 | 0.05 | 0.06 | N | O | 1998-01-19 | 1997-11-14 | 1998-01-26 | NONE | SHIP |  blithely above the iron
92033 | 52849 | 7860 | 4 | 43 | 77479.12 | 0.09 | 0.05 | N | O | 1998-01-19 | 1997-12-25 | 1998-02-17 | NONE | REG AIR |  packages. slyly pending sent
97825 | 169171 | 6720 | 3 | 26 | 32244.42 | 0.03 | 0.07 | N | O | 1998-01-19 | 1998-03-08 | 1998-01-24 | NONE | FOB | r packages cajol
99009 | 55986 | 5987 | 3 | 33 | 64085.34 | 0.03 | 0.07 | N | O | 1998-01-19 | 1997-12-31 | 1998-02-17 | NONE | REG AIR | l requests. even foxe
100322 | 10083 | 84 | 3 | 49 | 48660.92 | 0.02 | 0.06 | N | O | 1998-01-19 | 1998-01-04 | 1998-01-27 | NONE | FOB | y regular requests ha
2561 | 107536 | 7537 | 4 | 39 | 60197.67 | 0.08 | 0.06 | N | O | 1998-01-20 | 1997-12-16 | 1998-02-05 | TAKE BACK RETURN | MAIL | equests are furiously against the
4039 | 133273 | 3274 | 5 | 43 | 56169.61 | 0.09 | 0.00 | N | O | 1998-01-20 | 1998-01-11 | 1998-02-05 | COLLECT COD | SHIP | sts along the regular in
8707 | 24830 | 9835 | 7 | 24 | 42115.92 | 0.02 | 0.08 | N | O | 1998-01-20 | 1998-02-03 | 1998-02-12 | NONE | MAIL | express, ironic
9670 | 1896 | 9397 | 2 | 34 | 61128.26 | 0.01 | 0.04 | N | O | 1998-01-20 | 1997-12-25 | 1998-02-14 | TAKE BACK RETURN | TRUCK | thely sentiments. 
9986 | 21662 | 1663 | 1 | 40 | 63346.4 | 0.04 | 0.07 | N | O | 1998-01-20 | 1997-11-03 | 1998-01-31 | DELIVER IN PERSON | RAIL |  the regular asymptotes. fl
11298 | 168694 | 1211 | 6 | 12 | 21152.28 | 0.06 | 0.07 | N | O | 1998-01-20 | 1998-03-21 | 1998-02-15 | DELIVER IN PERSON | AIR | refully regular ideas
15749 | 42532 | 7541 | 1 | 43 | 63404.79 | 0.08 | 0.00 | N | O | 1998-01-20 | 1997-11-21 | 1998-02-03 | DELIVER IN PERSON | SHIP | nts. furiously bold deposits wake quickly
20099 | 72287 | 9809 | 3 | 9 | 11333.52 | 0.05 | 0.07 | N | O | 1998-01-20 | 1997-12-20 | 1998-01-29 | TAKE BACK RETURN | SHIP | fully pending deposits. furiously specia
26118 | 36823 | 9327 | 1 | 18 | 31676.76 | 0.06 | 0.02 | N | O | 1998-01-20 | 1998-01-26 | 1998-01-23 | NONE | RAIL | uests. carefully ironic requests are fluff
27814 | 101366 | 6387 | 5 | 6 | 8204.16 | 0.05 | 0.07 | N | O | 1998-01-20 | 1997-12-24 | 1998-02-10 | DELIVER IN PERSON | REG AIR | ole. furio
32772 | 150821 | 5852 | 1 | 14 | 26205.48 | 0.03 | 0.01 | N | O | 1998-01-20 | 1997-12-25 | 1998-01-24 | COLLECT COD | RAIL | e furiously ironic foxes. blithely even not
32864 | 121006 | 1007 | 3 | 46 | 47242 | 0.06 | 0.02 | N | O | 1998-01-20 | 1997-12-09 | 1998-02-02 | NONE | REG AIR | ut the carefully unusual platelets. unus
39588 | 142160 | 4675 | 1 | 22 | 26447.52 | 0.03 | 0.06 | N | O | 1998-01-20 | 1998-03-06 | 1998-02-12 | TAKE BACK RETURN | MAIL | ly close foxes. slyly final 
40674 | 70609 | 8131 | 6 | 46 | 72661.6 | 0.04 | 0.05 | N | O | 1998-01-20 | 1997-11-25 | 1998-01-22 | NONE | TRUCK | l packages nag into the slyly ironic
42145 | 143294 | 8323 | 2 | 19 | 25408.51 | 0.00 | 0.04 | N | O | 1998-01-20 | 1998-02-15 | 1998-02-02 | NONE | AIR | express asymptotes are idly spe
52100 | 136852 | 4392 | 3 | 39 | 73665.15 | 0.03 | 0.08 | N | O | 1998-01-20 | 1997-12-15 | 1998-01-22 | DELIVER IN PERSON | RAIL | ent, unusual escapades nag sly
54017 | 169233 | 9234 | 1 | 33 | 42973.59 | 0.03 | 0.02 | N | O | 1998-01-20 | 1998-01-10 | 1998-02-05 | COLLECT COD | MAIL | deas according to the final ideas wake 
55302 | 70444 | 7966 | 1 | 45 | 63649.8 | 0.06 | 0.00 | N | O | 1998-01-20 | 1998-01-05 | 1998-02-11 | TAKE BACK RETURN | FOB | he accounts. blithely regular foxe
61828 | 43940 | 1453 | 3 | 18 | 33910.92 | 0.09 | 0.04 | N | O | 1998-01-20 | 1997-11-23 | 1998-01-27 | DELIVER IN PERSON | TRUCK | ng patterns about the ironic depo
62693 | 97623 | 133 | 1 | 41 | 66445.42 | 0.07 | 0.07 | N | O | 1998-01-20 | 1998-03-24 | 1998-01-31 | NONE | RAIL | packages. unusual, even asymptotes 
67687 | 185481 | 5482 | 1 | 37 | 57959.76 | 0.06 | 0.03 | N | O | 1998-01-20 | 1998-02-11 | 1998-01-28 | COLLECT COD | RAIL | nto beans sublate blithely car
70081 | 122345 | 2346 | 1 | 42 | 57428.28 | 0.10 | 0.00 | N | O | 1998-01-20 | 1998-02-13 | 1998-01-26 | TAKE BACK RETURN | AIR | ke stealthily.
71684 | 23575 | 3576 | 1 | 18 | 26974.26 | 0.01 | 0.04 | N | O | 1998-01-20 | 1998-01-25 | 1998-01-27 | COLLECT COD | AIR |  slyly blithely express the
72070 | 144179 | 6694 | 1 | 22 | 26909.74 | 0.00 | 0.07 | N | O | 1998-01-20 | 1997-11-15 | 1998-02-04 | NONE | FOB | the slyly unusual 
72835 | 5448 | 449 | 4 | 19 | 25715.36 | 0.01 | 0.03 | N | O | 1998-01-20 | 1998-04-07 | 1998-02-10 | COLLECT COD | AIR | ously ironic accounts. caref
77602 | 143768 | 3769 | 3 | 28 | 50729.28 | 0.02 | 0.06 | N | O | 1998-01-20 | 1997-11-26 | 1998-01-23 | COLLECT COD | SHIP | blithely regular requests along 
80964 | 65343 | 5344 | 3 | 42 | 54950.28 | 0.10 | 0.03 | N | O | 1998-01-20 | 1997-12-09 | 1998-01-22 | COLLECT COD | RAIL | nto beans. furiously pending
80964 | 73486 | 5994 | 5 | 22 | 32108.56 | 0.04 | 0.03 | N | O | 1998-01-20 | 1997-11-22 | 1998-02-05 | DELIVER IN PERSON | MAIL | le ideas. slyly final ins
81446 | 100189 | 7720 | 2 | 47 | 55891.46 | 0.03 | 0.08 | N | O | 1998-01-20 | 1997-12-05 | 1998-02-15 | COLLECT COD | REG AIR | osits wake blithely bli
81475 | 118558 | 1070 | 2 | 27 | 42566.85 | 0.01 | 0.05 | N | O | 1998-01-20 | 1997-11-21 | 1998-01-25 | COLLECT COD | AIR | l deposits among the blithely f
83012 | 145487 | 8002 | 6 | 37 | 56701.76 | 0.06 | 0.01 | N | O | 1998-01-20 | 1997-12-03 | 1998-01-31 | DELIVER IN PERSON | FOB | lose, silent theodol
83265 | 49816 | 7329 | 4 | 39 | 68866.59 | 0.10 | 0.05 | N | O | 1998-01-20 | 1998-01-24 | 1998-01-22 | NONE | TRUCK | refully special packa
83909 | 163173 | 3174 | 5 | 3 | 3708.51 | 0.05 | 0.04 | N | O | 1998-01-20 | 1997-12-08 | 1998-01-27 | NONE | TRUCK | cording to the even 
84866 | 112019 | 2020 | 4 | 26 | 26806.26 | 0.05 | 0.04 | N | O | 1998-01-20 | 1998-02-18 | 1998-02-02 | TAKE BACK RETURN | FOB | ptotes. furiously express pearls 
89379 | 36316 | 8820 | 1 | 36 | 45083.16 | 0.08 | 0.08 | N | O | 1998-01-20 | 1998-01-15 | 1998-01-29 | NONE | TRUCK |  accounts integrate even, ironic accoun
93380 | 122956 | 2957 | 6 | 21 | 41557.95 | 0.06 | 0.05 | N | O | 1998-01-20 | 1998-01-02 | 1998-02-10 | TAKE BACK RETURN | TRUCK |  dazzle furiously theodolites-- quick, idle
94336 | 131660 | 9200 | 3 | 30 | 50749.8 | 0.00 | 0.04 | N | O | 1998-01-20 | 1997-12-20 | 1998-02-17 | DELIVER IN PERSON | MAIL | al packages solve carefully ironic reques
3239 | 194825 | 4826 | 4 | 26 | 49915.32 | 0.03 | 0.05 | N | O | 1998-01-21 | 1998-03-21 | 1998-02-08 | DELIVER IN PERSON | SHIP | ngly pending platelets are fluff
6087 | 119705 | 7239 | 4 | 10 | 17247 | 0.05 | 0.00 | N | O | 1998-01-21 | 1998-03-26 | 1998-01-29 | TAKE BACK RETURN | AIR | ptotes. special excuses haggle furiously
6242 | 105529 | 550 | 5 | 9 | 13810.68 | 0.06 | 0.04 | N | O | 1998-01-21 | 1998-02-11 | 1998-02-20 | TAKE BACK RETURN | SHIP | usly quiet pinto beans are silent, sp
8134 | 50561 | 562 | 6 | 23 | 34765.88 | 0.02 | 0.06 | N | O | 1998-01-21 | 1998-01-27 | 1998-02-04 | DELIVER IN PERSON | MAIL | fts sleep. quickly regular asymptotes us
15365 | 133931 | 1471 | 3 | 27 | 53053.11 | 0.07 | 0.06 | N | O | 1998-01-21 | 1998-02-26 | 1998-02-11 | NONE | REG AIR | sly regular accounts haggle qu
16931 | 37295 | 2302 | 1 | 9 | 11090.61 | 0.10 | 0.00 | N | O | 1998-01-21 | 1997-12-17 | 1998-01-23 | NONE | AIR | efully above the final, regular requests.
17536 | 199873 | 7431 | 5 | 47 | 92724.89 | 0.01 | 0.05 | N | O | 1998-01-21 | 1997-12-28 | 1998-02-13 | DELIVER IN PERSON | REG AIR | nts. carefully ironic i
20260 | 125852 | 3389 | 1 | 3 | 5633.55 | 0.05 | 0.01 | N | O | 1998-01-21 | 1997-12-02 | 1998-01-29 | DELIVER IN PERSON | TRUCK | iously ironic sent
23296 | 110547 | 548 | 4 | 19 | 29593.26 | 0.07 | 0.03 | N | O | 1998-01-21 | 1997-11-22 | 1998-01-30 | TAKE BACK RETURN | RAIL | s. quickly final ideas ag
27651 | 57610 | 116 | 4 | 26 | 40757.86 | 0.05 | 0.06 | N | O | 1998-01-21 | 1998-01-01 | 1998-02-04 | TAKE BACK RETURN | TRUCK | s. final, f
31172 | 51725 | 9241 | 2 | 12 | 20120.64 | 0.06 | 0.02 | N | O | 1998-01-21 | 1997-12-22 | 1998-01-22 | COLLECT COD | TRUCK |  the slyly even p
33829 | 138137 | 3164 | 1 | 39 | 45830.07 | 0.00 | 0.00 | N | O | 1998-01-21 | 1998-01-06 | 1998-01-30 | DELIVER IN PERSON | AIR | s are. blithely even pinto beans kind
36450 | 124103 | 4104 | 1 | 5 | 5635.5 | 0.07 | 0.02 | N | O | 1998-01-21 | 1998-02-06 | 1998-02-15 | TAKE BACK RETURN | FOB | ual requests. pending, regula
36450 | 5208 | 2709 | 6 | 40 | 44528 | 0.08 | 0.07 | N | O | 1998-01-21 | 1998-02-13 | 1998-02-01 | DELIVER IN PERSON | SHIP | ffily even platele
45537 | 42873 | 2874 | 3 | 12 | 21790.44 | 0.06 | 0.06 | N | O | 1998-01-21 | 1998-01-03 | 1998-02-07 | COLLECT COD | RAIL |  regular theodolites. even deposits ha
48864 | 79280 | 4295 | 2 | 25 | 31482 | 0.07 | 0.01 | N | O | 1998-01-21 | 1997-12-30 | 1998-02-03 | TAKE BACK RETURN | MAIL | mptotes. furiousl
49092 | 65312 | 5313 | 5 | 20 | 25546.2 | 0.00 | 0.07 | N | O | 1998-01-21 | 1998-01-08 | 1998-01-28 | COLLECT COD | FOB | rash furiously. instructions wake carefu
50018 | 94430 | 1958 | 3 | 34 | 48430.62 | 0.03 | 0.05 | N | O | 1998-01-21 | 1998-01-25 | 1998-02-09 | COLLECT COD | AIR | nts cajole blithely above the fluffil
53575 | 22183 | 4686 | 1 | 28 | 30945.04 | 0.00 | 0.02 | N | O | 1998-01-21 | 1997-12-24 | 1998-02-12 | COLLECT COD | SHIP | lithely according to the slyly final excu
56866 | 122405 | 4918 | 6 | 10 | 14274 | 0.05 | 0.06 | N | O | 1998-01-21 | 1998-01-26 | 1998-02-13 | COLLECT COD | MAIL | lyly final, ironic frays. blithely 
56934 | 126600 | 9113 | 2 | 4 | 6506.4 | 0.10 | 0.00 | N | O | 1998-01-21 | 1997-12-20 | 1998-01-23 | TAKE BACK RETURN | REG AIR | lly ironic deposits. closely even ide
63330 | 25976 | 8479 | 3 | 32 | 60863.04 | 0.06 | 0.03 | N | O | 1998-01-21 | 1997-12-24 | 1998-02-03 | TAKE BACK RETURN | SHIP | riously fluffy platelets-- quickly sil
66241 | 154051 | 4052 | 6 | 17 | 18785.85 | 0.09 | 0.02 | N | O | 1998-01-21 | 1998-01-15 | 1998-02-14 | COLLECT COD | SHIP | ly above the furiously unusual requests. u
67397 | 47689 | 194 | 2 | 32 | 52373.76 | 0.09 | 0.00 | N | O | 1998-01-21 | 1997-12-17 | 1998-02-18 | NONE | AIR | packages. regular, final accounts aft
67873 | 25820 | 8323 | 6 | 11 | 19204.02 | 0.09 | 0.07 | N | O | 1998-01-21 | 1998-01-29 | 1998-02-13 | NONE | AIR | pearls cajole furiously 
76801 | 120290 | 5315 | 4 | 18 | 23585.22 | 0.07 | 0.00 | N | O | 1998-01-21 | 1997-11-06 | 1998-01-27 | NONE | RAIL | usly thin ideas. s
77669 | 81991 | 7008 | 2 | 44 | 86811.56 | 0.04 | 0.05 | N | O | 1998-01-21 | 1998-04-06 | 1998-02-02 | TAKE BACK RETURN | REG AIR | ts dazzle across the 
86307 | 136906 | 1933 | 2 | 41 | 79658.9 | 0.06 | 0.04 | N | O | 1998-01-21 | 1998-01-04 | 1998-01-24 | DELIVER IN PERSON | RAIL | e the final, final pinto beans.
89155 | 167103 | 9620 | 2 | 8 | 9360.8 | 0.02 | 0.06 | N | O | 1998-01-21 | 1997-12-21 | 1998-02-08 | TAKE BACK RETURN | RAIL | affix blit
89319 | 124801 | 2338 | 4 | 34 | 62077.2 | 0.01 | 0.08 | N | O | 1998-01-21 | 1997-11-11 | 1998-02-03 | TAKE BACK RETURN | RAIL | ic foxes across the bold, final deposits lo
92870 | 126206 | 3743 | 4 | 34 | 41894.8 | 0.01 | 0.05 | N | O | 1998-01-21 | 1997-12-10 | 1998-02-07 | COLLECT COD | REG AIR | equests nag slyly slyly e
94085 | 3981 | 8982 | 3 | 49 | 92364.02 | 0.07 | 0.02 | N | O | 1998-01-21 | 1998-03-02 | 1998-01-24 | TAKE BACK RETURN | TRUCK | yly even pinto 
97030 | 73040 | 3041 | 4 | 18 | 18234.72 | 0.00 | 0.06 | N | O | 1998-01-21 | 1997-12-09 | 1998-02-05 | NONE | SHIP | ns. furiously pending grouc
101024 | 81555 | 9080 | 4 | 5 | 7682.75 | 0.05 | 0.01 | N | O | 1998-01-21 | 1998-01-10 | 1998-02-08 | TAKE BACK RETURN | RAIL | er the slyly fi
5412 | 96319 | 1338 | 4 | 26 | 34198.06 | 0.02 | 0.08 | N | O | 1998-01-22 | 1998-04-19 | 1998-02-17 | NONE | AIR |  the blithel
10694 | 180562 | 8117 | 1 | 19 | 31208.64 | 0.05 | 0.03 | N | O | 1998-01-22 | 1998-02-10 | 1998-01-28 | TAKE BACK RETURN | TRUCK | e regular, express instruction
15812 | 126218 | 3755 | 5 | 23 | 28616.83 | 0.03 | 0.04 | N | O | 1998-01-22 | 1997-12-28 | 1998-02-11 | DELIVER IN PERSON | REG AIR | e blithely after the f
16003 | 194741 | 4742 | 5 | 47 | 86279.78 | 0.04 | 0.01 | N | O | 1998-01-22 | 1998-02-20 | 1998-02-01 | DELIVER IN PERSON | FOB | unts. slyly silent accounts sub
16131 | 197136 | 4694 | 7 | 17 | 20963.21 | 0.05 | 0.01 | N | O | 1998-01-22 | 1998-02-11 | 1998-01-27 | TAKE BACK RETURN | SHIP | gainst the carefully dogged depos
22310 | 184673 | 7192 | 4 | 4 | 7030.68 | 0.06 | 0.06 | N | O | 1998-01-22 | 1998-01-21 | 1998-01-29 | NONE | FOB | lyly blithely brave accounts. express ideas
34564 | 97111 | 4639 | 5 | 45 | 49864.95 | 0.07 | 0.02 | N | O | 1998-01-22 | 1998-01-19 | 1998-02-11 | COLLECT COD | RAIL | r, even ideas e
35235 | 140913 | 8456 | 2 | 50 | 97695.5 | 0.03 | 0.06 | N | O | 1998-01-22 | 1997-12-13 | 1998-02-06 | NONE | FOB | ges. regular packages haggle fluffily a
35235 | 131846 | 4360 | 4 | 28 | 52579.52 | 0.02 | 0.08 | N | O | 1998-01-22 | 1997-12-13 | 1998-02-20 | NONE | REG AIR | cies nag carefully. slyly pending id
36902 | 12183 | 2184 | 4 | 30 | 32855.4 | 0.00 | 0.06 | N | O | 1998-01-22 | 1997-12-15 | 1998-02-17 | NONE | TRUCK | packages across the deposits use blithel
38307 | 30135 | 136 | 1 | 50 | 53256.5 | 0.09 | 0.00 | N | O | 1998-01-22 | 1998-03-26 | 1998-02-02 | NONE | REG AIR | ickly regular excuses
42434 | 135140 | 2680 | 3 | 27 | 31728.78 | 0.09 | 0.06 | N | O | 1998-01-22 | 1998-04-09 | 1998-02-18 | DELIVER IN PERSON | REG AIR |  accounts n
43651 | 120546 | 5571 | 1 | 10 | 15665.4 | 0.02 | 0.03 | N | O | 1998-01-22 | 1998-01-31 | 1998-02-06 | DELIVER IN PERSON | TRUCK | out the regu
46819 | 112536 | 5048 | 2 | 35 | 54198.55 | 0.08 | 0.04 | N | O | 1998-01-22 | 1997-12-25 | 1998-01-29 | NONE | SHIP | cuses haggle ca
47269 | 175466 | 7984 | 2 | 47 | 72448.62 | 0.05 | 0.02 | N | O | 1998-01-22 | 1997-11-24 | 1998-02-04 | TAKE BACK RETURN | FOB | ily. ironic, final courts above the slyly i
49474 | 55167 | 7673 | 6 | 7 | 7855.12 | 0.08 | 0.05 | N | O | 1998-01-22 | 1998-01-21 | 1998-01-23 | COLLECT COD | REG AIR | ly final instructions 
51143 | 130645 | 5672 | 3 | 13 | 21783.32 | 0.05 | 0.04 | N | O | 1998-01-22 | 1998-02-01 | 1998-02-11 | TAKE BACK RETURN | SHIP | e blithely. final, final r
61376 | 40356 | 2861 | 2 | 49 | 63521.15 | 0.04 | 0.02 | N | O | 1998-01-22 | 1998-01-12 | 1998-02-15 | TAKE BACK RETURN | SHIP | ular theodolites wake. furiously permanent
63330 | 178557 | 8558 | 4 | 38 | 62150.9 | 0.09 | 0.05 | N | O | 1998-01-22 | 1998-01-14 | 1998-02-09 | COLLECT COD | MAIL | ependencies haggle above the accounts
67110 | 10590 | 3092 | 1 | 16 | 24009.44 | 0.00 | 0.04 | N | O | 1998-01-22 | 1998-01-03 | 1998-02-12 | DELIVER IN PERSON | REG AIR |  ironic theodolites among the idly ev
